PR_type,bonus,bonus_rate,completed,condition,delay_hours,delay_window,feedback,frequencyOfFB,info_cost,message,pid,q_weights,score,test_idx,time_limit,version
featureBased,3.78,0.01,True,3,24,4,True,after_each_move,0.1,full,362,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",377.9,"[2, 13, 12, 1, 15, 14]",True,1.7
none,2.08,0.01,True,0,24,4,False,after_each_move,0.1,none,363,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",208.2,"[11, 9, 0, 13, 12, 4]",True,1.7
none,0.0,0.01,False,1,24,4,False,after_each_move,1.25,none,364,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
none,0.32,0.01,True,1,24,4,False,after_each_move,1.25,none,365,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",32.0,"[5, 4, 15, 14, 6, 9]",True,1.7
none,0.24,0.01,True,2,24,4,False,after_each_move,4.0,none,366,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",24.0,"[6, 13, 0, 10, 1, 8]",True,1.7
featureBased,2.31,0.01,True,4,24,4,True,after_each_move,1.25,full,367,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",231.25,"[15, 8, 2, 13, 14, 11]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,368,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",0.0,"[11, 13, 9, 6, 7, 12]",True,1.7
featureBased,1.01,0.01,True,4,24,4,True,after_each_move,1.25,full,369,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",101.0,"[2, 15, 3, 4, 0, 5]",True,1.7
none,0.24,0.01,True,2,24,4,False,after_each_move,4.0,none,370,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",24.0,"[2, 14, 8, 11, 7, 15]",True,1.7
featureBased,0.0,0.01,True,4,24,4,True,after_each_move,1.25,full,371,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",-48.0,"[6, 7, 15, 13, 8, 11]",True,1.7
featureBased,3.3,0.01,True,3,24,4,True,after_each_move,0.1,full,372,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",329.6,"[4, 8, 2, 5, 12, 11]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,373,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-164.0,"[10, 5, 3, 15, 13, 1]",True,1.7
objectLevel,2.51,0.01,True,6,24,4,True,after_each_move,0.1,full,374,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",251.4,"[0, 2, 1, 10, 12, 8]",True,1.7
none,3.14,0.01,True,0,24,4,False,after_each_move,0.1,none,375,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",313.7,"[9, 2, 7, 13, 4, 3]",True,1.7
none,3.78,0.01,True,0,24,4,False,after_each_move,0.1,none,376,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",378.2,"[14, 12, 6, 11, 8, 5]",True,1.7
featureBased,0.52,0.01,True,5,24,4,True,after_each_move,4.0,full,377,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",52.0,"[3, 0, 13, 15, 10, 11]",True,1.7
objectLevel,2.2,0.01,True,6,24,4,True,after_each_move,0.1,full,378,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",220.3,"[13, 10, 4, 2, 6, 14]",True,1.7
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.1,full,379,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
objectLevel,1.72,0.01,True,7,24,4,True,after_each_move,1.25,full,380,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",171.5,"[0, 5, 3, 9, 6, 8]",True,1.7
featureBased,0.0,0.01,False,5,24,4,True,after_each_move,4.0,full,381,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
objectLevel,0.96,0.01,True,8,24,4,True,after_each_move,4.0,full,382,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",96.0,"[12, 15, 8, 9, 7, 14]",True,1.7
featureBased,0.64,0.01,True,4,24,4,True,after_each_move,1.25,full,383,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",63.5,"[3, 14, 7, 9, 1, 6]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,384,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-92.0,"[7, 15, 10, 1, 3, 2]",True,1.7
none,1.04,0.01,True,2,24,4,False,after_each_move,4.0,none,385,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",104.0,"[9, 14, 13, 12, 6, 7]",True,1.7
featureBased,3.4,0.01,True,3,24,4,True,after_each_move,0.1,full,386,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",340.2,"[13, 6, 3, 2, 10, 8]",True,1.7
objectLevel,0.16,0.01,True,6,24,4,True,after_each_move,0.1,full,387,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",16.0,"[3, 7, 8, 1, 11, 13]",True,1.7
none,3.76,0.01,True,0,24,4,False,after_each_move,0.1,none,388,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",375.8,"[10, 14, 12, 2, 13, 5]",True,1.7
none,0.0,0.01,True,1,24,4,False,after_each_move,1.25,none,389,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",-76.0,"[12, 7, 2, 4, 9, 5]",True,1.7
none,3.24,0.01,True,0,24,4,False,after_each_move,0.1,none,390,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",323.9,"[0, 1, 7, 15, 2, 12]",True,1.7
none,0.0,0.01,False,1,24,4,False,after_each_move,1.25,none,391,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
objectLevel,0.0,0.01,False,8,24,4,True,after_each_move,4.0,full,392,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.1,full,393,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
featureBased,0.0,0.01,True,4,24,4,True,after_each_move,1.25,full,394,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",-14.0,"[11, 9, 6, 5, 0, 7]",True,1.7
objectLevel,0.0,0.01,False,7,24,4,True,after_each_move,1.25,full,395,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
objectLevel,1.18,0.01,True,7,24,4,True,after_each_move,1.25,full,396,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",118.0,"[2, 3, 9, 4, 6, 11]",True,1.7
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.1,full,397,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,398,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-120.0,"[3, 14, 2, 0, 15, 5]",True,1.7
objectLevel,0.87,0.01,True,7,24,4,True,after_each_move,1.25,full,399,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",86.75,"[15, 9, 11, 13, 7, 6]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,400,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-16.0,"[2, 0, 4, 11, 3, 12]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,401,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-44.0,"[1, 7, 4, 15, 13, 10]",True,1.7
objectLevel,0.0,0.01,True,7,24,4,True,after_each_move,1.25,full,402,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",-80.0,"[0, 1, 6, 11, 5, 7]",True,1.7
none,0.08,0.01,True,2,24,4,False,after_each_move,4.0,none,403,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",8.0,"[1, 4, 0, 2, 15, 5]",True,1.7
objectLevel,1.68,0.01,True,8,24,4,True,after_each_move,4.0,full,404,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",168.0,"[1, 13, 3, 9, 7, 11]",True,1.7
none,0.76,0.01,True,1,24,4,False,after_each_move,1.25,none,405,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",76.0,"[6, 0, 4, 7, 11, 10]",True,1.7
objectLevel,1.62,0.01,True,7,24,4,True,after_each_move,1.25,full,406,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",161.75,"[1, 0, 12, 3, 4, 15]",True,1.7
featureBased,3.81,0.01,True,3,24,4,True,after_each_move,0.1,full,407,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",381.2,"[3, 5, 0, 10, 12, 6]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,408,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-120.0,"[12, 15, 1, 2, 13, 8]",True,1.7
objectLevel,2.07,0.01,True,6,24,4,True,after_each_move,0.1,full,409,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",206.6,"[8, 0, 10, 6, 14, 3]",True,1.7
featureBased,3.84,0.01,True,3,24,4,True,after_each_move,0.1,full,410,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",384.0,"[13, 1, 10, 0, 15, 3]",True,1.7
none,3.0,0.01,True,0,24,4,False,after_each_move,0.1,none,411,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",300.2,"[11, 14, 8, 2, 1, 4]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,412,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-52.0,"[8, 15, 13, 5, 9, 0]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,413,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-28.0,"[14, 3, 0, 2, 13, 10]",True,1.7
none,0.0,0.01,False,0,24,4,False,after_each_move,0.1,none,414,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
objectLevel,3.27,0.01,True,6,24,4,True,after_each_move,0.1,full,415,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",326.7,"[15, 14, 6, 7, 11, 3]",True,1.7
objectLevel,0.24,0.01,True,8,24,4,True,after_each_move,4.0,full,416,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",24.0,"[7, 3, 12, 8, 13, 0]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,417,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-8.0,"[8, 10, 13, 9, 1, 2]",True,1.7
objectLevel,1.85,0.01,True,7,24,4,True,after_each_move,1.25,full,418,,184.75,"[9, 1, 3, 12, 15, 6]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,419,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-84.0,"[1, 11, 4, 0, 9, 5]",True,1.7
none,3.48,0.01,True,0,24,4,False,after_each_move,0.1,none,420,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",347.6,"[9, 13, 3, 0, 14, 12]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,421,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-60.0,"[1, 10, 14, 15, 9, 2]",True,1.7
none,3.49,0.01,True,0,24,4,False,after_each_move,0.1,none,422,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",349.0,"[14, 8, 15, 1, 6, 2]",True,1.7
none,1.09,0.01,True,1,24,4,False,after_each_move,1.25,none,423,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",108.75,"[1, 13, 14, 6, 11, 3]",True,1.7
none,3.76,0.01,True,0,24,4,False,after_each_move,0.1,none,424,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",376.3,"[11, 4, 14, 10, 5, 13]",True,1.7
none,0.42,0.01,True,1,24,4,False,after_each_move,1.25,none,425,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",42.25,"[11, 15, 1, 14, 12, 13]",True,1.7
featureBased,0.12,0.01,True,5,24,4,True,after_each_move,4.0,full,426,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",12.0,"[9, 13, 2, 8, 14, 7]",True,1.7
none,3.15,0.01,True,0,24,4,False,after_each_move,0.1,none,427,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",315.5,"[14, 10, 1, 7, 2, 15]",True,1.7
objectLevel,1.47,0.01,True,7,24,4,True,after_each_move,1.25,full,428,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",147.0,"[14, 6, 3, 5, 7, 12]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,429,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-16.0,"[8, 7, 2, 11, 6, 10]",True,1.7
none,1.28,0.01,True,1,24,4,False,after_each_move,1.25,none,430,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",128.0,"[8, 15, 10, 0, 6, 2]",True,1.7
objectLevel,3.51,0.01,True,6,24,4,True,after_each_move,0.1,full,431,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",351.4,"[12, 2, 15, 8, 13, 10]",True,1.7
objectLevel,3.71,0.01,True,6,24,4,True,after_each_move,0.1,full,432,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",370.9,"[6, 11, 15, 0, 9, 7]",True,1.7
objectLevel,2.35,0.01,True,6,24,4,True,after_each_move,0.1,full,433,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",235.4,"[4, 6, 11, 15, 7, 9]",True,1.7
featureBased,0.0,0.01,False,4,24,4,True,after_each_move,1.25,full,434,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
objectLevel,1.56,0.01,True,7,24,4,True,after_each_move,1.25,full,435,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",156.0,"[7, 6, 13, 5, 9, 0]",True,1.7
objectLevel,3.55,0.01,True,6,24,4,True,after_each_move,0.1,full,436,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",355.4,"[12, 9, 0, 2, 10, 5]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,437,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-24.0,"[9, 14, 8, 12, 7, 2]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,438,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-12.0,"[7, 6, 9, 5, 2, 1]",True,1.7
objectLevel,0.56,0.01,True,7,24,4,True,after_each_move,1.25,full,439,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",56.0,"[6, 15, 11, 2, 8, 3]",True,1.7
objectLevel,0.12,0.01,True,8,24,4,True,after_each_move,4.0,full,440,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",12.0,"[12, 3, 2, 13, 5, 10]",True,1.7
objectLevel,0.0,0.01,True,6,24,4,True,after_each_move,0.1,full,441,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",-66.0,"[14, 11, 8, 13, 15, 1]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,442,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-8.0,"[7, 8, 12, 14, 0, 5]",True,1.7
objectLevel,1.49,0.01,True,7,24,4,True,after_each_move,1.25,full,443,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",148.75,"[3, 6, 11, 14, 0, 10]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,444,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-20.0,"[1, 4, 9, 6, 3, 5]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,445,"[1.02455453397985, 0.9723698649146737, 0.0048616156760657794, 0.01790135732732076, 1.000241178138463]",-128.0,"[4, 5, 6, 3, 9, 2]",True,1.7
objectLevel,0.0,0.01,False,8,24,4,True,after_each_move,4.0,full,446,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",,,True,1.7
none,0.92,0.01,True,1,24,4,False,after_each_move,1.25,none,447,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",92.0,"[4, 9, 14, 1, 8, 12]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,448,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-32.0,"[13, 11, 15, 1, 9, 8]",True,1.7
none,0.6,0.01,True,2,24,4,False,after_each_move,4.0,none,449,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",60.0,"[8, 10, 5, 1, 4, 9]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,450,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-104.0,"[4, 3, 12, 0, 10, 15]",True,1.7
objectLevel,0.04,0.01,True,8,24,4,True,after_each_move,4.0,full,451,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",4.0,"[4, 12, 6, 3, 0, 11]",True,1.7
objectLevel,1.68,0.01,True,8,24,4,True,after_each_move,4.0,full,452,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",168.0,"[10, 3, 1, 0, 13, 7]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,453,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-24.0,"[10, 1, 9, 3, 0, 8]",True,1.7
objectLevel,1.76,0.01,True,8,24,4,True,after_each_move,4.0,full,454,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",176.0,"[14, 4, 2, 7, 3, 8]",True,1.7
none,0.0,0.01,True,0,24,4,False,after_each_move,0.1,none,455,,-8.9,"[6, 2, 11, 9, 0, 12]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,456,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-60.0,"[15, 14, 3, 0, 13, 6]",True,1.7
featureBased,0.0,0.01,False,3,24,4,True,after_each_move,0.1,full,457,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
featureBased,2.15,0.01,True,4,24,4,True,after_each_move,1.25,full,458,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",214.75,"[10, 13, 1, 8, 14, 6]",True,1.7
none,1.03,0.01,True,1,24,4,False,after_each_move,1.25,none,459,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",103.5,"[5, 7, 9, 13, 11, 3]",True,1.7
none,1.71,0.01,True,1,24,4,False,after_each_move,1.25,none,460,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",170.5,"[5, 2, 12, 7, 3, 1]",True,1.7
none,1.92,0.01,True,1,24,4,False,after_each_move,1.25,none,461,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",192.0,"[14, 4, 9, 2, 1, 11]",True,1.7
objectLevel,1.97,0.01,True,7,24,4,True,after_each_move,1.25,full,462,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",197.0,"[10, 7, 9, 11, 1, 14]",True,1.7
featureBased,1.52,0.01,True,3,24,4,True,after_each_move,0.1,full,463,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",152.0,"[7, 5, 15, 1, 9, 12]",True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,464,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-48.0,"[9, 0, 7, 12, 8, 14]",True,1.7
none,0.8,0.01,True,2,24,4,False,after_each_move,4.0,none,465,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",80.0,"[0, 10, 13, 5, 11, 6]",True,1.7
featureBased,2.16,0.01,True,4,24,4,True,after_each_move,1.25,full,466,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",215.75,"[6, 3, 11, 2, 12, 5]",True,1.7
objectLevel,3.73,0.01,True,6,24,4,True,after_each_move,0.1,full,467,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",373.5,"[0, 8, 12, 15, 9, 1]",True,1.7
none,0.0,0.01,True,1,24,4,False,after_each_move,1.25,none,468,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",-136.0,"[0, 2, 1, 14, 7, 5]",True,1.7
objectLevel,0.0,0.01,False,6,24,4,True,after_each_move,0.1,full,469,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
featureBased,0.0,0.01,True,5,24,4,True,after_each_move,4.0,full,470,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-48.0,"[5, 3, 6, 0, 9, 12]",True,1.7
none,0.44,0.01,True,2,24,4,False,after_each_move,4.0,none,471,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",44.0,"[12, 10, 2, 6, 14, 1]",True,1.7
featureBased,2.21,0.01,True,4,24,4,True,after_each_move,1.25,full,472,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",220.5,"[14, 6, 4, 3, 2, 0]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,473,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-52.0,"[15, 7, 2, 3, 4, 5]",True,1.7
objectLevel,0.8,0.01,True,6,24,4,True,after_each_move,0.1,full,474,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",80.0,"[6, 1, 0, 4, 15, 2]",True,1.7
objectLevel,0.0,0.01,False,7,24,4,True,after_each_move,1.25,full,475,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
none,3.29,0.01,True,0,24,4,False,after_each_move,0.1,none,476,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",328.6,"[4, 12, 13, 0, 2, 1]",True,1.7
objectLevel,0.0,0.01,False,7,24,4,True,after_each_move,1.25,full,477,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",,,True,1.7
featureBased,2.11,0.01,True,4,24,4,True,after_each_move,1.25,full,478,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",210.5,"[4, 12, 6, 13, 5, 14]",True,1.7
none,0.0,0.01,True,2,24,4,False,after_each_move,4.0,none,479,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-76.0,"[8, 13, 4, 11, 15, 10]",True,1.7
objectLevel,0.0,0.01,True,7,24,4,True,after_each_move,1.25,full,480,"[1.7807939607281613, 0.45246829707936637, 0.27572911981296844, 0.39014475114599445, 0.9905875327727384]",-8.0,"[13, 12, 10, 8, 6, 11]",True,1.7
objectLevel,0.0,0.01,True,8,24,4,True,after_each_move,4.0,full,481,"[1.0066519566667151, 0.9887916151065947, -0.00820497960640427, 0.006948313322695628, 1.0003951332873617]",-104.0,"[10, 3, 2, 7, 6, 0]",True,1.7
featureBased,0.0,0.01,False,3,24,4,True,after_each_move,0.1,full,482,"[4.645176951827218, 0.04783056305614096, 0.044789706164195975, 0.9338160228125272, 0.9994239339903965]",,,True,1.7
