action_times,actions,correct,delays,path,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
"[3809, 8615, 10077]","[u'up', u'up', u'right']",,"[2, 0, 0]","[1, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'13'], u'time': [1693, 2365]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3808, 460, 579]",27.8,524974,3.0,9.0,mouselab-mdp,,13
"[4647, 8624, 10353]","[u'down', u'down', u'left']",,"[1, 0, 0]","[1, 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'16'], u'time': [2398, 3275]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4647, 523, 817]",0.8,573979,4.0,2.0,mouselab-mdp,,13
"[4541, 8115, 9733]","[u'left', u'left', u'up']",,"[1, 0, 0]","[1, 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'4'], u'time': [958, 2421]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4541, 394, 686]",36.8,624753,5.0,0.0,mouselab-mdp,,13
"[4907, 8558, 10084]","[u'down', u'down', u'left']",,"[1, 0, 0]","[1, 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'16'], u'time': [2178, 3854]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4907, 340, 592]",12.8,679360,6.0,5.0,mouselab-mdp,,13
"[3239, 6906, 8302]","[u'right', u'right', u'up']",,"[1, 0, 0]","[1, 2, 6, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'10'], u'time': [961, 2202]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3237, 429, 549]",18.8,728902,7.0,10.0,mouselab-mdp,,13
"[3329, 9043, 11304]","[u'up', u'up', u'left']",,"[3, 0, 0]","[1, 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'13'], u'time': [1207, 2038]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3329, 404, 1408]",11.8,781022,8.0,11.0,mouselab-mdp,,13
"[3062, 7813, 9207]","[u'left', u'left', u'down']",,"[2, 0, 0]","[1, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'4', u'14'], u'time': [700, 2102]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3062, 408, 530]",4.8,835142,9.0,4.0,mouselab-mdp,,13
"[3634, 9419, 10848]","[u'right', u'right', u'down']",,"[3, 0, 0]","[1, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'10'], u'time': [1663, 2340]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3634, 406, 558]",-1.2,888279,10.0,7.0,mouselab-mdp,,13
"[4950, 10724, 12084]","[u'down', u'down', u'left']",,"[3, 0, 0]","[1, 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'17'], u'time': [2132, 3413]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4950, 424, 467]",8.8,939816,11.0,8.0,mouselab-mdp,,13
"[2405, 7263, 8773]","[u'up', u'up', u'left']",,"[2, 0, 0]","[1, 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'3', u'13'], u'time': [446, 1154]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[2404, 422, 631]",17.8,991655,12.0,1.0,mouselab-mdp,,13
"[17423, 34693, 42718]","[u'right', u'right', u'down']",,"[4, 6, 0]","[1, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'10', u'11'], u'time': [12801, 28715, 32240]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[17423, 12001, 1133]",33.2,290476,1.0,6.0,mouselab-mdp,,15
"[18549, 20734, 21909]","[u'left', u'left', u'up']",,"[0, 0, 0]","[1, 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'13', u'12', u'15', u'14'], u'time': [7560, 10282, 11766, 14148, 15393]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[18549, 533, 540]",10.0,337900,2.0,10.0,mouselab-mdp,,15
"[15241, 17744, 22577]","[u'up', u'up', u'left']",,"[0, 3, 0]","[1, 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'16', u'17', u'10', u'11', u'13', u'12', u'7'], u'time': [3794, 5307, 8411, 10601, 12537, 13368, 17137]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[15241, 673, 1096]",29.8,388603,3.0,8.0,mouselab-mdp,,15
"[21822, 23933, 26213]","[u'up', u'up', u'left']",,"[0, 0, 2]","[1, 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'15', u'14', u'17', u'11', u'13', u'7', u'9', u'8', u'3', u'10', u'6'], u'time': [1655, 6536, 8814, 10599, 13194, 14173, 16140, 17962, 20839, 32983, 35995]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[21822, 2, 1634]",19.4,445418,4.0,9.0,mouselab-mdp,,15
"[12941, 21988, 23435]","[u'left', u'left', u'up']",,"[6, 0, 0]","[1, 4, 8, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'11', u'3', u'12', u'13', u'4', u'14'], u'time': [2638, 6059, 7566, 8454, 10897, 11911]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[12941, 1135, 802]",30.4,499169,5.0,0.0,mouselab-mdp,,15
"[9686, 15190, 22455]","[u'right', u'right', u'down']",,"[2, 6, 0]","[1, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'9', u'3', u'13', u'12', u'6', u'10', u'11'], u'time': [1143, 4355, 5400, 6238, 8463, 13875, 14742]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[9686, 1797, 389]",26.8,556800,6.0,11.0,mouselab-mdp,,15
"[6424, 11544, 12728]","[u'down', u'down', u'left']",,"[3, 0, 0]","[1, 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'16', u'17', u'9'], u'time': [732, 3902, 5375]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[6424, 606, 533]",41.2,607598,7.0,1.0,mouselab-mdp,,15
"[4887, 6497, 7936]","[u'up', u'up', u'left']",,"[0, 0, 0]","[1, 3, 7, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'14', u'11', u'12'], u'time': [614, 2016, 3235]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4887, 1, 763]",18.2,655374,8.0,4.0,mouselab-mdp,,15
"[6803, 8610, 10011]","[u'down', u'down', u'right']",,"[0, 0, 0]","[1, 5, 9, 17]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'17', u'5'], u'time': [3865, 5680]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[6803, 371, 710]",10.8,706317,9.0,5.0,mouselab-mdp,,15
"[4774, 8006, 9519]","[u'right', u'right', u'down']",,"[1, 0, 0]","[1, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'14', u'11', u'6', u'2'], u'time': [676, 2002, 3097, 4225]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[4774, 532, 814]",25.6,755846,10.0,2.0,mouselab-mdp,,15
"[10772, 12634, 14236]","[u'left', u'left', u'down']",,"[0, 0, 0]","[1, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'16', u'14', u'13', u'11', u'12', u'15'], u'time': [1058, 2797, 3961, 5160, 8400, 10144]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[10772, 1, 975]",16.4,804436,11.0,3.0,mouselab-mdp,,15
"[3556, 7452, 8557]","[u'down', u'down', u'left']",,"[2, 0, 0]","[1, 5, 9, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'16', u'9'], u'time': [1938, 2995]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,,"[3556, 433, 411]",30.8,855235,12.0,7.0,mouselab-mdp,,15
