,pid,temp,p_error,logp,satisfice,prune,model,trial_idx,k,N,bic
10606,259,1e-05,0.01,-1.806367572991136,,,optimal,27,2,2,4.999029507102162
10612,259,1e-05,0.01,-4.8141660364000645,,,optimal,28,2,4,12.40092079503991
10618,259,1e-05,0.01,-3.4215794435813742,,,optimal,29,2,3,9.040383464498968
10622,267,1e-10,0.12,-9.437969211217276,25.0,-5.0,progressive_deepening,0,3,11,26.06962424082966
10629,267,2.44205309454865,0.39,-16.612896031876097,25.0,-30.0,best_first,1,4,11,42.81737315494568
10635,267,4.291934260128778,0.16,-9.300795822124048,25.0,-5.0,best_first,2,4,8,26.91935781096744
10643,267,1e-10,1.0,-22.55216385312343,,,random,3,0,12,45.10432770624686
10649,267,1e-10,1.0,-20.76040438389537,,,random,4,0,10,41.52080876779074
10655,267,1e-10,1.0,-21.85901667256348,,,random,5,0,11,43.71803334512696
10657,267,1e-10,0.35000000000000003,-10.945884896984296,5.0,-30.0,breadth_first,6,3,7,27.72950024113453
10665,267,1e-05,0.17,-7.1324875190431225,30.0,-30.0,best_first,7,4,7,22.0486156343075
10673,267,1e-10,1.0,-20.76040438389537,,,random,8,0,10,41.52080876779074
10677,267,10.0,0.29000000000000004,-15.373256441009755,30.0,-30.0,best_first,9,4,10,39.95685325399569
10683,267,1.8420699693267164,0.18000000000000002,-8.673769627546758,15.0,-30.0,best_first,10,4,7,25.13117985131477
10687,267,1e-10,0.35000000000000003,-10.945884896984296,5.0,-30.0,breadth_first,11,3,7,27.72950024113453
10697,267,1e-10,1.0,-22.55216385312343,,,random,12,0,12,45.10432770624686
10699,267,1e-10,0.36000000000000004,-11.134701485958514,30.0,-30.0,breadth_first,13,3,7,28.107133419082967
10708,267,1e-05,0.56,-19.309397599645298,,,optimal,14,2,12,43.5886084988666
10711,267,1e-10,0.51,-12.640188524834967,5.0,-30.0,breadth_first,15,3,7,31.118107496835872
10720,267,1e-05,0.59,-18.951006823918426,,,optimal,16,2,11,42.6978041934336
10723,267,1e-10,0.51,-12.640188524834967,5.0,-30.0,breadth_first,17,3,7,31.118107496835872
10729,267,1e-10,0.51,-12.640188524834967,5.0,-30.0,breadth_first,18,3,7,31.118107496835872
10735,267,1e-10,0.39,-9.779715419201217,5.0,-30.0,breadth_first,19,3,6,24.934709246086598
10741,267,1e-10,0.51,-12.640188524834967,5.0,-30.0,breadth_first,20,3,7,31.118107496835872
10747,267,1e-10,0.39,-9.779715419201217,5.0,-30.0,breadth_first,21,3,6,24.934709246086598
10753,267,1e-10,0.39,-9.779715419201217,5.0,-30.0,breadth_first,22,3,6,24.934709246086598
10761,267,3.23745754281764,0.01,-4.892078110794271,15.0,-30.0,best_first,23,4,6,16.951194098500764
10769,267,1e-10,1.0,-17.76467211034138,,,random,24,0,8,35.52934422068276
10775,267,1e-10,1.0,-11.947560950378175,,,random,25,0,5,23.89512190075635
10777,267,1e-10,0.39,-9.779715419201217,5.0,-30.0,breadth_first,26,3,6,24.934709246086598
10783,267,1e-10,0.36000000000000004,-11.134701485958514,30.0,-30.0,breadth_first,27,3,7,28.107133419082967
10789,267,1e-10,0.36000000000000004,-11.134701485958514,30.0,-30.0,breadth_first,28,3,7,28.107133419082967
10799,267,1e-10,1.0,-17.76467211034138,,,random,29,0,8,35.52934422068276
10801,268,1e-10,0.01,-3.6323630212016647,5.0,-30.0,breadth_first,0,3,6,12.640004450087496
10807,268,1e-10,0.17,-11.30979596580632,15.0,-30.0,breadth_first,1,3,9,29.211265663621298
10815,268,5.689866029018292,0.01,-9.201013141772657,15.0,-30.0,best_first,2,4,10,27.612366655521498
10819,268,1e-10,0.01,-5.433920332909831,15.0,-30.0,breadth_first,3,3,8,17.106165290859167
10825,268,1e-10,0.15000000000000002,-9.6313925049971,15.0,-5.0,breadth_first,4,3,9,25.85445874200286
10831,268,1e-10,0.16,-12.506686316035845,15.0,-30.0,breadth_first,5,3,10,31.921127911053826
10837,268,1e-10,0.25,-7.371280649781394,5.0,-30.0,breadth_first,6,3,5,19.57087503686509
10845,268,7.543120063354608,0.01,-6.965356481070434,10.0,-30.0,best_first,7,4,7,21.71435355836212
10851,268,1e-05,0.44,-15.639400351015894,10.0,-30.0,best_first,8,4,11,40.87038179322527
10858,268,1e-05,0.01,-6.629114438930426,,,optimal,9,2,7,17.15004917597148
10864,268,1e-05,0.01,-1.806367572991136,,,optimal,10,2,2,4.999029507102162
10870,268,1e-05,0.4,-18.34649041207616,,,optimal,11,2,12,41.662794123728325
10876,268,1e-05,0.31,-14.38309004665401,,,optimal,12,2,9,33.16062924798046
10883,268,1e-10,1.0,-15.972912641113323,,,random,13,0,7,31.945825282226647
10888,268,0.14563484775012445,0.4,-8.140345584831197,,,optimal,14,2,4,19.053279891902175
10895,268,1e-10,1.0,-9.750336373041954,,,random,15,0,4,19.500672746083907
10901,268,1e-10,1.0,-11.947560950378175,,,random,16,0,5,23.89512190075635
10907,268,1e-10,1.0,-15.972912641113323,,,random,17,0,7,31.945825282226647
10913,268,1e-10,1.0,-11.947560950378175,,,random,18,0,5,23.89512190075635
10918,268,0.14563484775012445,0.01,-3.8869747241591437,,,optimal,19,2,3,9.971174025654507
10924,268,0.4498432668969444,0.01,-13.128539637513812,,,optimal,20,2,7,30.14889957313825
10930,268,1e-05,0.01,-8.432717368178926,,,optimal,21,2,9,21.25988389103029
10936,268,0.3393221771895329,0.01,-7.818002044376651,,,optimal,22,2,4,18.40859281099308
10942,268,1e-05,0.18000000000000002,-11.193891387384717,,,optimal,23,2,8,26.546665858129106
10948,268,1e-05,0.01,-3.4215794435813742,,,optimal,24,2,3,9.040383464498968
10954,268,1e-05,0.01,-6.620506064393825,,,optimal,25,2,6,16.82453106724376
10960,268,1e-05,0.01,-1.806367572991136,,,optimal,26,2,2,4.999029507102162
10966,268,1e-05,0.01,-5.91969082609729,,,optimal,27,2,5,15.058257477062782
10972,268,1e-05,0.21,-11.149242609648264,,,optimal,28,2,7,26.190305517407154
10978,268,1e-05,0.01,-6.620506064393825,,,optimal,29,2,6,16.82453106724376
10980,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,0,3,1,5.1298987149230735
10986,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
10992,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,2,3,1,5.1298987149230735
10998,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3,1,5.1298987149230735
11004,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,4,3,1,5.1298987149230735
11010,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
11016,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,6,3,1,5.1298987149230735
11022,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3,1,5.1298987149230735
11028,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,8,3,1,5.1298987149230735
11034,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,9,3,1,5.1298987149230735
11040,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,10,3,1,5.1298987149230735
11046,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,11,3,1,5.1298987149230735
11052,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,12,3,1,5.1298987149230735
11058,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,13,3,1,5.1298987149230735
11064,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,14,3,1,5.1298987149230735
11070,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,15,3,1,5.1298987149230735
11076,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,16,3,1,5.1298987149230735
11082,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,17,3,1,5.1298987149230735
11088,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,18,3,1,5.1298987149230735
11094,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,19,3,1,5.1298987149230735
11100,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,20,3,1,5.1298987149230735
11106,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,21,3,1,5.1298987149230735
11112,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,22,3,1,5.1298987149230735
11118,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,23,3,1,5.1298987149230735
11124,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,24,3,1,5.1298987149230735
11130,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,25,3,1,5.1298987149230735
11136,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,26,3,1,5.1298987149230735
11142,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,27,3,1,5.1298987149230735
11148,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,28,3,1,5.1298987149230735
11154,273,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,29,3,1,5.1298987149230735
11165,275,1e-10,1.0,-5.049856007249537,,,random,0,0,2,10.099712014499074
11166,275,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
11177,275,1e-10,1.0,-7.447751280047907,,,random,2,0,3,14.895502560095814
11182,275,1e-05,0.26,-15.161567777866914,,,optimal,3,2,11,35.11892610133057
11189,275,1e-10,1.0,-7.447751280047907,,,random,4,0,3,14.895502560095814
11194,275,1e-05,0.01,-6.629114438930426,,,optimal,5,2,7,17.15004917597148
11200,275,1e-05,0.01,-3.4215794435813742,,,optimal,6,2,3,9.040383464498968
11206,275,1e-05,0.01,-5.91969082609729,,,optimal,7,2,5,15.058257477062782
11212,275,0.08286427728546843,0.01,-11.035736266123603,,,optimal,8,2,9,26.465921686919646
11218,275,1e-05,0.21,-11.149242609648264,,,optimal,9,2,7,26.190305517407154
11224,275,1e-05,0.01,-3.4215794435813742,,,optimal,10,2,3,9.040383464498968
11230,275,1e-05,0.01,-6.620506064393825,,,optimal,11,2,6,16.82453106724376
11236,275,1e-05,0.01,-6.620506064393825,,,optimal,12,2,6,16.82453106724376
11242,275,1e-05,0.25,-15.274509400485933,,,optimal,13,2,12,35.51883210054787
11248,275,1e-05,0.01,-4.8141660364000645,,,optimal,14,2,4,12.40092079503991
11254,275,1e-05,0.01,-1.806367572991136,,,optimal,15,2,2,4.999029507102162
11260,275,1e-05,0.01,-3.4215794435813742,,,optimal,16,2,3,9.040383464498968
11266,275,1e-05,0.01,-3.4215794435813742,,,optimal,17,2,3,9.040383464498968
11272,275,1e-05,0.01,-4.8141660364000645,,,optimal,18,2,4,12.40092079503991
11278,275,1e-05,0.01,-3.4215794435813742,,,optimal,19,2,3,9.040383464498968
11284,275,1e-05,0.01,-6.620506064393825,,,optimal,20,2,6,16.82453106724376
11290,275,1e-05,0.01,-1.806367572991136,,,optimal,21,2,2,4.999029507102162
11296,275,1e-05,0.01,-6.629114438930426,,,optimal,22,2,7,17.15004917597148
11302,275,1e-05,0.01,-4.8141660364000645,,,optimal,23,2,4,12.40092079503991
11308,275,1e-05,0.01,-3.4215794435813742,,,optimal,24,2,3,9.040383464498968
11314,275,1e-05,0.01,-1.806367572991136,,,optimal,25,2,2,4.999029507102162
11320,275,1e-05,0.01,-6.629114438930426,,,optimal,26,2,7,17.15004917597148
11326,275,1e-05,0.01,-6.629114438930426,,,optimal,27,2,7,17.15004917597148
11332,275,1e-05,0.01,-5.91969082609729,,,optimal,28,2,5,15.058257477062782
11338,275,1e-05,0.01,-4.8141660364000645,,,optimal,29,2,4,12.40092079503991
11340,279,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,0,3,1,5.1298987149230735
11347,279,1e-10,0.35000000000000003,-10.877669369493523,30.0,-30.0,breadth_first,1,3,7,27.593069186152984
11357,279,1e-10,1.0,-22.55216385312343,,,random,2,0,13,45.10432770624686
11361,279,5.689866029018292,0.22,-9.041420406423287,10.0,-30.0,best_first,3,4,6,25.249878689758795
11364,279,1e-10,0.33,-14.809032592476347,15.0,-30.0,depth_first,4,3,13,37.31291325733731
11373,279,5.689866029018292,0.01,-6.412988642771291,10.0,-30.0,best_first,5,4,7,20.609617881763835
11376,279,1e-10,0.44,-16.866504414379875,25.0,-30.0,depth_first,6,3,12,41.187728778123756
11386,279,1e-05,0.01,-6.629114438930426,,,optimal,7,2,7,17.15004917597148
11388,279,1e-10,0.53,-15.302885509946428,5.0,-30.0,depth_first,8,3,9,37.197444751901514
11398,279,1e-05,0.01,-6.620506064393825,,,optimal,9,2,6,16.82453106724376
11405,279,1e-10,1.0,-21.85901667256348,,,random,10,0,11,43.71803334512696
11410,279,0.4498432668969444,0.01,-16.751790207649798,,,optimal,11,2,9,37.89802956997203
11416,279,1e-05,0.21,-11.149242609648264,,,optimal,12,2,7,26.190305517407154
11422,279,0.5963623316594636,0.01,-17.157069411347404,,,optimal,13,2,9,38.708587977367245
11428,279,0.2559547922699533,0.01,-12.560824550410846,,,optimal,14,2,8,29.280532184181364
11434,279,1e-05,0.21,-11.020294876691398,,,optimal,15,2,7,25.932410051493424
11440,279,0.1930697728883249,0.01,-6.321696502303972,,,optimal,16,2,4,15.415981726847725
11447,279,1e-10,1.0,-15.972912641113323,,,random,17,0,7,31.945825282226647
11452,279,0.1930697728883249,0.01,-9.349221268385989,,,optimal,18,2,6,22.281961475228087
11458,279,1e-05,0.44,-13.929132665022554,,,optimal,19,2,7,31.750085628155734
11464,279,0.4498432668969444,0.01,-14.940834962500167,,,optimal,20,2,8,34.04055300836001
11470,279,1e-05,0.01,-6.629114438930426,,,optimal,21,2,7,17.15004917597148
11476,279,0.14563484775012445,0.01,-5.702386359189979,,,optimal,22,2,4,14.17736144061974
11482,279,1e-05,0.18000000000000002,-11.193891387384717,,,optimal,23,2,8,26.546665858129106
11488,279,1e-05,0.01,-3.4215794435813742,,,optimal,24,2,3,9.040383464498968
11494,279,1e-05,0.01,-6.620506064393825,,,optimal,25,2,6,16.82453106724376
11500,279,1e-05,0.01,-5.91969082609729,,,optimal,26,2,5,15.058257477062782
11506,279,1e-05,0.3,-9.18460702534004,,,optimal,27,2,5,21.588089875548278
11512,279,1e-05,0.01,-3.4215794435813742,,,optimal,28,2,3,9.040383464498968
11518,279,1e-05,0.01,-6.629114438930426,,,optimal,29,2,7,17.15004917597148
11525,285,1e-10,1.0,-9.750336373041954,,,random,0,0,4,19.500672746083907
11526,285,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
11532,285,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,2,3,1,5.1298987149230735
11538,285,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3,1,5.1298987149230735
11549,285,1e-10,1.0,-9.750336373041954,,,random,4,0,4,19.500672746083907
11554,285,0.2559547922699533,0.01,-5.823829320919981,,,optimal,5,2,3,13.844883219176182
11560,285,1e-05,0.01,-4.8141660364000645,,,optimal,6,2,4,12.40092079503991
11566,285,1e-05,0.01,-1.806367572991136,,,optimal,7,2,2,4.999029507102162
11572,285,1e-05,0.01,-3.4215794435813742,,,optimal,8,2,3,9.040383464498968
11579,285,1e-10,1.0,-9.750336373041954,,,random,9,0,4,19.500672746083907
11584,285,1e-05,0.01,-1.806367572991136,,,optimal,10,2,2,4.999029507102162
11590,285,1e-05,0.01,-4.8141660364000645,,,optimal,11,2,4,12.40092079503991
11597,285,1e-10,1.0,-9.750336373041954,,,random,12,0,4,19.500672746083907
11603,285,1e-10,1.0,-9.750336373041954,,,random,13,0,4,19.500672746083907
11608,285,1e-05,0.32,-10.099793070714627,,,optimal,14,2,5,23.418461966297453
11615,285,1e-10,1.0,-9.750336373041954,,,random,15,0,4,19.500672746083907
11621,285,1e-10,1.0,-9.750336373041954,,,random,16,0,4,19.500672746083907
11627,285,1e-10,1.0,-9.750336373041954,,,random,17,0,4,19.500672746083907
11632,285,1e-05,0.01,-4.8141660364000645,,,optimal,18,2,4,12.40092079503991
11639,285,1e-10,1.0,-9.750336373041954,,,random,19,0,4,19.500672746083907
11644,285,1e-05,0.01,-5.91969082609729,,,optimal,20,2,5,15.058257477062782
11650,285,1e-05,0.01,-3.4215794435813742,,,optimal,21,2,3,9.040383464498968
11656,285,1e-05,0.01,-6.620506064393825,,,optimal,22,2,6,16.82453106724376
11662,285,1e-05,0.01,-1.806367572991136,,,optimal,23,2,2,4.999029507102162
11668,285,1e-05,0.01,-5.91969082609729,,,optimal,24,2,5,15.058257477062782
11674,285,1e-05,0.01,-3.4215794435813742,,,optimal,25,2,3,9.040383464498968
11680,285,1e-05,0.01,-5.91969082609729,,,optimal,26,2,5,15.058257477062782
11686,285,1e-05,0.01,-5.91969082609729,,,optimal,27,2,5,15.058257477062782
11692,285,1e-05,0.01,-1.806367572991136,,,optimal,28,2,2,4.999029507102162
11698,285,1e-05,0.01,-4.8141660364000645,,,optimal,29,2,4,12.40092079503991
11700,286,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,0,3,1,5.1298987149230735
11711,286,1e-10,1.0,-5.049856007249537,,,random,1,0,2,10.099712014499074
11717,286,1e-10,1.0,-5.049856007249537,,,random,2,0,2,10.099712014499074
11723,286,1e-10,1.0,-5.049856007249537,,,random,3,0,2,10.099712014499074
11729,286,1e-10,1.0,-5.049856007249537,,,random,4,0,2,10.099712014499074
11735,286,1e-10,1.0,-22.55216385312343,,,random,5,0,12,45.10432770624686
11741,286,1e-10,1.0,-22.55216385312343,,,random,6,0,13,45.10432770624686
11746,286,0.4498432668969444,0.01,-13.682509378928025,,,optimal,7,2,7,31.256839055966676
11752,286,0.2559547922699533,0.01,-11.718063151197589,,,optimal,8,2,7,27.327946600505804
11758,286,1e-05,0.01,-4.8141660364000645,,,optimal,9,2,4,12.40092079503991
11764,286,1e-05,0.26,-10.928757134878204,,,optimal,10,2,6,25.441033208212517
11770,286,1e-05,0.01,-6.629114438930426,,,optimal,11,2,7,17.15004917597148
11776,286,1e-05,0.01,-3.4215794435813742,,,optimal,12,2,3,9.040383464498968
11783,286,1e-10,1.0,-21.85901667256348,,,random,13,0,11,43.71803334512696
11788,286,1e-05,0.01,-1.806367572991136,,,optimal,14,2,2,4.999029507102162
11794,286,1e-05,0.01,-5.91969082609729,,,optimal,15,2,5,15.058257477062782
11800,286,1e-05,0.01,-4.8141660364000645,,,optimal,16,2,4,12.40092079503991
11806,286,1e-05,0.01,-3.4215794435813742,,,optimal,17,2,3,9.040383464498968
11812,286,1e-05,0.01,-1.806367572991136,,,optimal,18,2,2,4.999029507102162
11818,286,1e-05,0.01,-1.806367572991136,,,optimal,19,2,2,4.999029507102162
11824,286,1e-05,0.01,-5.91969082609729,,,optimal,20,2,5,15.058257477062782
11830,286,1e-05,0.01,-6.620506064393825,,,optimal,21,2,6,16.82453106724376
11836,286,1e-05,0.01,-6.620506064393825,,,optimal,22,2,6,16.82453106724376
11842,286,1e-05,0.18000000000000002,-11.193891387384717,,,optimal,23,2,8,26.546665858129106
11848,286,1e-05,0.01,-1.806367572991136,,,optimal,24,2,2,4.999029507102162
11854,286,1e-05,0.01,-3.4215794435813742,,,optimal,25,2,3,9.040383464498968
11860,286,1e-05,0.01,-3.4215794435813742,,,optimal,26,2,3,9.040383464498968
11866,286,1e-05,0.01,-6.629114438930426,,,optimal,27,2,7,17.15004917597148
11872,286,1e-05,0.01,-1.806367572991136,,,optimal,28,2,2,4.999029507102162
11878,286,1e-05,0.01,-4.8141660364000645,,,optimal,29,2,4,12.40092079503991
11885,291,1e-10,1.0,-22.55216385312343,,,random,0,0,13,45.10432770624686
11891,291,1e-10,1.0,-22.55216385312343,,,random,1,0,13,45.10432770624686
11897,291,1e-10,1.0,-22.55216385312343,,,random,2,0,13,45.10432770624686
11903,291,1e-10,1.0,-22.55216385312343,,,random,3,0,13,45.10432770624686
11904,291,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,4,3,1,5.1298987149230735
11910,291,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
11916,291,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,6,3,1,5.1298987149230735
11922,291,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3,1,5.1298987149230735
11928,291,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,8,3,1,5.1298987149230735
11934,291,1e-10,0.53,-15.501010055083336,25.0,-30.0,depth_first,9,3,9,37.59369384217533
11944,291,1e-05,0.01,-5.91969082609729,,,optimal,10,2,5,15.058257477062782
11950,291,1e-05,0.01,-6.629114438930426,,,optimal,11,2,7,17.15004917597148
11956,291,1e-05,0.01,-1.806367572991136,,,optimal,12,2,2,4.999029507102162
11962,291,1e-05,0.01,-3.4215794435813742,,,optimal,13,2,3,9.040383464498968
11968,291,1e-05,0.01,-4.8141660364000645,,,optimal,14,2,4,12.40092079503991
11974,291,1e-05,0.01,-4.8141660364000645,,,optimal,15,2,4,12.40092079503991
11980,291,1e-05,0.01,-3.4215794435813742,,,optimal,16,2,3,9.040383464498968
11986,291,1e-05,0.21,-11.020294876691398,,,optimal,17,2,7,25.932410051493424
11992,291,1e-05,0.01,-5.91969082609729,,,optimal,18,2,5,15.058257477062782
11998,291,1e-05,0.21,-11.020294876691398,,,optimal,19,2,7,25.932410051493424
12004,291,1e-05,0.01,-4.8141660364000645,,,optimal,20,2,4,12.40092079503991
12010,291,1e-05,0.01,-6.620506064393825,,,optimal,21,2,6,16.82453106724376
12016,291,1e-05,0.01,-1.806367572991136,,,optimal,22,2,2,4.999029507102162
12022,291,1e-05,0.21,-11.020294876691398,,,optimal,23,2,7,25.932410051493424
12028,291,1e-05,0.01,-1.806367572991136,,,optimal,24,2,2,4.999029507102162
12034,291,1e-05,0.01,-4.8141660364000645,,,optimal,25,2,4,12.40092079503991
12040,291,1e-05,0.01,-5.91969082609729,,,optimal,26,2,5,15.058257477062782
12046,291,1e-05,0.01,-3.4215794435813742,,,optimal,27,2,3,9.040383464498968
12052,291,1e-05,0.01,-6.629114438930426,,,optimal,28,2,7,17.15004917597148
12058,291,1e-05,0.01,-5.91969082609729,,,optimal,29,2,5,15.058257477062782
12065,292,1e-10,1.0,-7.447751280047907,,,random,0,0,3,14.895502560095814
12066,292,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
12072,292,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,2,3,1,5.1298987149230735
12078,292,1e-10,0.3,-6.163905013138808,5.0,-10.0,depth_first,3,3,4,16.486693109637287
12086,292,1e-10,0.25,-7.368961359990302,5.0,-30.0,progressive_deepening,4,3,5,19.566236457282905
12090,292,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
12096,292,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,6,3,1,5.1298987149230735
12102,292,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3,1,5.1298987149230735
12108,292,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,8,3,1,5.1298987149230735
12114,292,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,9,3,1,5.1298987149230735
12120,292,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,10,3,1,5.1298987149230735
12126,292,1e-10,0.01,-1.8259466720128157,5.0,-30.0,depth_first,11,3,4,7.810776427385303
12132,292,1e-10,0.01,-3.2443744607627263,20.0,-30.0,depth_first,12,3,8,12.72707354656496
12138,292,1e-10,0.4,-14.843289604571314,15.0,-30.0,depth_first,13,3,13,37.38142728152724
12144,292,1e-10,0.01,-3.2524066324599907,5.0,-30.0,depth_first,14,3,9,13.09648699692864
12150,292,1e-10,0.01,-1.8348753027571167,5.0,-30.0,depth_first,15,3,5,8.498064342816534
12156,292,1e-10,0.01,-1.8259466720128157,5.0,-30.0,depth_first,16,3,4,7.810776427385303
12162,292,1e-10,0.01,-1.8348753027571167,5.0,-30.0,depth_first,17,3,5,8.498064342816534
12168,292,1e-10,0.01,-1.8259466720128157,5.0,-30.0,depth_first,18,3,4,7.810776427385303
12174,292,1e-10,0.01,-1.8348753027571167,5.0,-30.0,depth_first,19,3,5,8.498064342816534
12180,292,1e-10,0.01,-1.8259466720128157,5.0,-30.0,depth_first,20,3,4,7.810776427385303
12186,292,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,21,3,1,5.1298987149230735
12192,292,1e-10,0.01,-1.8348753027571167,5.0,-30.0,depth_first,22,3,5,8.498064342816534
12198,292,1e-10,0.01,-1.8259466720128157,5.0,-30.0,depth_first,23,3,4,7.810776427385303
12204,292,1e-10,0.01,-1.8348753027571167,5.0,-30.0,depth_first,24,3,5,8.498064342816534
12210,292,1e-10,0.01,-3.2443744607627263,5.0,-30.0,depth_first,25,3,8,12.72707354656496
12216,292,1e-10,0.01,-1.8259466720128157,10.0,-30.0,depth_first,26,3,4,7.810776427385303
12222,292,1e-10,0.01,-1.8259466720128157,5.0,-30.0,depth_first,27,3,4,7.810776427385303
12228,292,1e-10,0.01,-1.8259466720128157,15.0,-30.0,depth_first,28,3,4,7.810776427385303
12234,292,1e-10,0.01,-3.2443744607627263,15.0,-30.0,depth_first,29,3,8,12.72707354656496
12245,297,1e-10,1.0,-22.55216385312343,,,random,0,0,13,45.10432770624686
12251,297,1e-10,1.0,-22.55216385312343,,,random,1,0,13,45.10432770624686
12257,297,1e-10,1.0,-17.76467211034138,,,random,2,0,8,35.52934422068276
12262,297,0.14563484775012445,0.01,-3.8879607191647616,,,optimal,3,2,3,9.973146015665742
12264,297,1e-10,0.01,-1.8348753027571167,10.0,-30.0,depth_first,4,3,5,8.498064342816534
12275,297,1e-10,1.0,-22.55216385312343,,,random,5,0,12,45.10432770624686
12280,297,0.0625055192527397,0.36000000000000004,-7.2921561501606575,,,optimal,6,2,4,17.356901022561097
12287,297,1e-10,1.0,-17.76467211034138,,,random,7,0,8,35.52934422068276
12293,297,1e-10,1.0,-22.55216385312343,,,random,8,0,13,45.10432770624686
12299,297,1e-10,1.0,-7.447751280047907,,,random,9,0,3,14.895502560095814
12304,297,1e-05,0.37,-14.334668514347007,,,optimal,10,2,8,32.828220112053685
12310,297,0.047148663634573935,0.01,-3.121720117142352,,,optimal,11,2,4,9.016028956524485
12317,297,1e-10,1.0,-11.947560950378175,,,random,12,0,5,23.89512190075635
12322,297,0.047148663634573935,0.33,-12.114021975092369,,,optimal,13,2,8,28.38692703354441
12328,297,0.0625055192527397,0.31,-15.50862368208132,,,optimal,14,2,10,35.62241755015073
12334,297,0.14563484775012445,0.01,-7.299595890812276,,,optimal,15,2,7,18.491012079735178
12340,297,1e-05,0.01,-4.8141660364000645,,,optimal,16,2,4,12.40092079503991
12346,297,1e-05,0.21,-11.149242609648264,,,optimal,17,2,7,26.190305517407154
12352,297,1e-05,0.01,-6.629114438930426,,,optimal,18,2,7,17.15004917597148
12358,297,1e-05,0.01,-5.91969082609729,,,optimal,19,2,5,15.058257477062782
12364,297,1e-05,0.01,-5.91969082609729,,,optimal,20,2,5,15.058257477062782
12370,297,1e-05,0.01,-3.4215794435813742,,,optimal,21,2,3,9.040383464498968
12376,297,1e-05,0.01,-4.8141660364000645,,,optimal,22,2,4,12.40092079503991
12382,297,1e-05,0.01,-3.4215794435813742,,,optimal,23,2,3,9.040383464498968
12388,297,1e-05,0.01,-6.620506064393825,,,optimal,24,2,6,16.82453106724376
