,pid,temp,p_error,logp,satisfice,prune,model,trial_idx,k,N,bic
1858,43,0.2559547922699533,0.01,-9.667277440372743,,,optimal,9,2,6,22.918073819201595
1864,43,0.14563484775012445,0.01,-3.8879607191647616,,,optimal,10,2,3,9.973146015665742
1870,43,0.2559547922699533,0.01,-8.533901562821557,,,optimal,11,2,5,20.286678950511313
1876,43,1e-05,0.18000000000000002,-11.193891387384717,,,optimal,12,2,8,26.546665858129106
1882,43,1e-05,0.46,-8.664514416006805,,,optimal,13,2,5,20.54790465688181
1888,43,1e-05,0.36000000000000004,-13.809292773656225,,,optimal,14,2,8,31.77746863067212
1894,43,0.4498432668969444,0.01,-19.339469427564307,,,optimal,15,2,13,43.808837570051686
1900,43,1e-05,0.18000000000000002,-11.193891387384717,,,optimal,16,2,8,26.546665858129106
1906,43,0.1930697728883249,0.01,-7.823310151729071,,,optimal,17,2,5,18.865496128326342
1912,43,0.2559547922699533,0.01,-15.197829713521823,,,optimal,18,2,9,34.79010858171608
1918,43,1e-05,0.01,-6.629114438930426,,,optimal,19,2,7,17.15004917597148
1924,43,1e-05,0.37,-14.334668514347007,,,optimal,20,2,8,32.828220112053685
1930,43,0.1930697728883249,0.01,-8.308001345029838,,,optimal,21,2,7,20.507822988170304
1936,43,1e-05,0.01,-6.629114438930426,,,optimal,22,2,7,17.15004917597148
1942,43,1e-05,0.01,-7.337222155800164,,,optimal,23,2,9,19.068893466272765
1948,43,0.2559547922699533,0.01,-12.426485600645785,,,optimal,24,2,8,29.011854284651243
1954,43,0.1930697728883249,0.01,-10.408415552935537,,,optimal,25,2,8,24.975714189230747
1960,43,1e-05,0.01,-8.432717368178926,,,optimal,26,2,9,21.25988389103029
1966,43,1e-05,0.18000000000000002,-11.193891387384717,,,optimal,27,2,8,26.546665858129106
1972,43,0.4498432668969444,0.01,-11.727965929506574,,,optimal,28,2,6,27.039450797469257
1978,43,0.14563484775012445,0.01,-5.702386359189979,,,optimal,29,2,4,14.17736144061974
1985,48,1e-10,1.0,-22.55216385312343,,,random,0,0,13,45.10432770624686
1990,48,1e-05,0.27,-11.493713968805153,,,optimal,1,2,9,27.381877092282746
1997,48,1e-10,1.0,-11.947560950378175,,,random,2,0,5,23.89512190075635
2003,48,1e-10,1.0,-9.750336373041954,,,random,3,0,4,19.500672746083907
2008,48,1e-05,0.01,-4.8141660364000645,,,optimal,4,2,4,12.40092079503991
2014,48,1e-05,0.01,-4.8141660364000645,,,optimal,5,2,4,12.40092079503991
2020,48,1e-05,0.01,-5.91969082609729,,,optimal,6,2,5,15.058257477062782
2026,48,1e-05,0.01,-1.806367572991136,,,optimal,7,2,2,4.999029507102162
2032,48,1e-05,0.01,-6.629114438930426,,,optimal,8,2,7,17.15004917597148
2039,48,1e-10,1.0,-11.947560950378175,,,random,9,0,5,23.89512190075635
2044,48,1e-05,0.01,-5.91969082609729,,,optimal,10,2,5,15.058257477062782
2050,48,1e-05,0.01,-1.806367572991136,,,optimal,11,2,2,4.999029507102162
2056,48,1e-05,0.26,-10.928757134878204,,,optimal,12,2,6,25.441033208212517
2063,48,1e-10,1.0,-14.02700249205801,,,random,13,0,6,28.05400498411602
2068,48,1e-05,0.26,-10.928757134878204,,,optimal,14,2,6,25.441033208212517
2075,48,1e-10,1.0,-11.947560950378175,,,random,15,0,5,23.89512190075635
2080,48,1e-05,0.26,-10.928757134878204,,,optimal,16,2,6,25.441033208212517
2086,48,1e-05,0.01,-1.806367572991136,,,optimal,17,2,2,4.999029507102162
2092,48,1e-05,0.01,-3.4215794435813742,,,optimal,18,2,3,9.040383464498968
2094,48,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,19,3,1,5.1298987149230735
2104,48,1e-05,0.01,-1.806367572991136,,,optimal,20,2,2,4.999029507102162
2110,48,1e-05,0.01,-1.806367572991136,,,optimal,21,2,2,4.999029507102162
2116,48,1e-05,0.01,-1.806367572991136,,,optimal,22,2,2,4.999029507102162
2122,48,1e-05,0.26,-10.928757134878204,,,optimal,23,2,6,25.441033208212517
2128,48,1e-05,0.01,-1.806367572991136,,,optimal,24,2,2,4.999029507102162
2134,48,1e-05,0.01,-5.91969082609729,,,optimal,25,2,5,15.058257477062782
2140,48,1e-05,0.01,-4.8141660364000645,,,optimal,26,2,4,12.40092079503991
2146,48,1e-05,0.01,-1.806367572991136,,,optimal,27,2,2,4.999029507102162
2152,48,1e-05,0.01,-4.8141660364000645,,,optimal,28,2,4,12.40092079503991
2158,48,1e-05,0.01,-3.4215794435813742,,,optimal,29,2,3,9.040383464498968
2163,50,1e-05,0.01,-4.332070961443857,15.0,-30.0,best_first,0,4,7,16.447782519108966
2167,50,1e-10,0.01,-4.341046940910739,5.0,-5.0,breadth_first,1,3,8,14.920418506860985
2175,50,1e-05,0.01,-3.2521672559982586,10.0,-30.0,best_first,2,4,9,15.293232821341395
2179,50,1e-10,0.01,-6.134609308793356,5.0,-10.0,breadth_first,3,3,9,18.86089234959537
2189,50,1e-10,1.0,-22.55216385312343,,,random,4,0,13,45.10432770624686
2194,50,0.10985411419875572,0.01,-9.379169332572717,,,optimal,5,2,8,22.917221748505106
2200,50,0.14563484775012445,0.01,-11.281200726254973,,,optimal,6,2,8,26.721284535869618
2206,50,1e-05,0.01,-4.8141660364000645,,,optimal,7,2,4,12.40092079503991
2212,50,1e-05,0.01,-1.806367572991136,,,optimal,8,2,2,4.999029507102162
2218,50,1e-05,0.01,-4.8141660364000645,,,optimal,9,2,4,12.40092079503991
2224,50,1e-05,0.01,-1.806367572991136,,,optimal,10,2,2,4.999029507102162
2230,50,1e-05,0.01,-3.4215794435813742,,,optimal,11,2,3,9.040383464498968
2236,50,1e-05,0.01,-6.629114438930426,,,optimal,12,2,7,17.15004917597148
2242,50,1e-05,0.01,-1.806367572991136,,,optimal,13,2,2,4.999029507102162
2248,50,1e-05,0.01,-1.806367572991136,,,optimal,14,2,2,4.999029507102162
2254,50,1e-05,0.01,-6.620506064393825,,,optimal,15,2,6,16.82453106724376
2260,50,1e-05,0.01,-6.629114438930426,,,optimal,16,2,7,17.15004917597148
2266,50,1e-05,0.13,-12.336589642840655,,,optimal,17,2,11,29.468969831278052
2272,50,1e-05,0.01,-6.629114438930426,,,optimal,18,2,7,17.15004917597148
2278,50,1e-05,0.01,-1.806367572991136,,,optimal,19,2,2,4.999029507102162
2284,50,1e-05,0.01,-1.806367572991136,,,optimal,20,2,2,4.999029507102162
2290,50,1e-05,0.01,-3.4215794435813742,,,optimal,21,2,3,9.040383464498968
2296,50,1e-05,0.01,-6.620506064393825,,,optimal,22,2,6,16.82453106724376
2302,50,1e-05,0.01,-1.806367572991136,,,optimal,23,2,2,4.999029507102162
2308,50,1e-05,0.01,-4.8141660364000645,,,optimal,24,2,4,12.40092079503991
2314,50,1e-05,0.01,-6.629114438930426,,,optimal,25,2,7,17.15004917597148
2320,50,1e-05,0.29000000000000004,-15.31557561587396,,,optimal,26,2,10,35.236321417736015
2326,50,1e-05,0.01,-3.4215794435813742,,,optimal,27,2,3,9.040383464498968
2332,50,1e-05,0.01,-3.4215794435813742,,,optimal,28,2,3,9.040383464498968
2338,50,1e-05,0.01,-4.8141660364000645,,,optimal,29,2,4,12.40092079503991
2340,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,0,3,1,5.1298987149230735
2346,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
2352,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,2,3,1,5.1298987149230735
2358,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3,1,5.1298987149230735
2364,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,4,3,1,5.1298987149230735
2370,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
2376,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,6,3,1,5.1298987149230735
2382,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3,1,5.1298987149230735
2388,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,8,3,1,5.1298987149230735
2394,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,9,3,1,5.1298987149230735
2400,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,10,3,1,5.1298987149230735
2406,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,11,3,1,5.1298987149230735
2412,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,12,3,1,5.1298987149230735
2418,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,13,3,1,5.1298987149230735
2424,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,14,3,1,5.1298987149230735
2430,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,15,3,1,5.1298987149230735
2436,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,16,3,1,5.1298987149230735
2442,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,17,3,1,5.1298987149230735
2448,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,18,3,1,5.1298987149230735
2454,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,19,3,1,5.1298987149230735
2460,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,20,3,1,5.1298987149230735
2466,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,21,3,1,5.1298987149230735
2472,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,22,3,1,5.1298987149230735
2478,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,23,3,1,5.1298987149230735
2484,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,24,3,1,5.1298987149230735
2490,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,25,3,1,5.1298987149230735
2496,52,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,26,3,1,5.1298987149230735
2506,52,1e-05,0.01,-1.806367572991136,,,optimal,27,2,2,4.999029507102162
2512,52,0.5963623316594636,0.01,-18.596698887185312,,,optimal,28,2,11,41.98918831996737
2518,52,0.03556480306223128,0.4,-17.905726178998453,,,optimal,29,2,12,40.78126565757291
2525,55,1e-10,1.0,-22.55216385312343,,,random,0,0,13,45.10432770624686
2527,55,1e-10,0.51,-12.640188524834967,5.0,-30.0,breadth_first,1,3,7,31.118107496835872
2537,55,1e-10,1.0,-21.85901667256348,,,random,2,0,11,43.71803334512696
2538,55,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3,1,5.1298987149230735
2549,55,1e-10,1.0,-15.972912641113323,,,random,4,0,7,31.945825282226647
2555,55,1e-10,1.0,-14.02700249205801,,,random,5,0,6,28.05400498411602
2561,55,1e-10,1.0,-11.947560950378175,,,random,6,0,5,23.89512190075635
2567,55,1e-10,1.0,-22.55216385312343,,,random,7,0,13,45.10432770624686
2573,55,1e-10,1.0,-22.55216385312343,,,random,8,0,13,45.10432770624686
2579,55,1e-10,1.0,-22.55216385312343,,,random,9,0,13,45.10432770624686
2585,55,1e-10,1.0,-11.947560950378175,,,random,10,0,5,23.89512190075635
2591,55,1e-10,1.0,-22.55216385312343,,,random,11,0,13,45.10432770624686
2596,55,1e-05,0.01,-3.4215794435813742,,,optimal,12,2,3,9.040383464498968
2602,55,1e-05,0.37,-14.385645227690235,,,optimal,13,2,8,32.93017353874014
2608,55,0.4498432668969444,0.01,-14.784896950339474,,,optimal,14,2,8,33.72867698403862
2615,55,1e-10,1.0,-15.972912641113323,,,random,15,0,7,31.945825282226647
2620,55,1e-05,0.01,-6.629114438930426,,,optimal,16,2,7,17.15004917597148
2626,55,1e-05,0.3,-9.18460702534004,,,optimal,17,2,5,21.588089875548278
2633,55,1e-10,1.0,-15.972912641113323,,,random,18,0,7,31.945825282226647
2638,55,1e-05,0.36000000000000004,-7.663509117021391,,,optimal,19,2,4,18.099606956282564
2644,55,1e-05,0.21,-11.149242609648264,,,optimal,20,2,7,26.190305517407154
2650,55,0.3393221771895329,0.01,-12.006430199802582,,,optimal,21,2,6,27.596379338061272
2657,55,1e-10,1.0,-11.947560950378175,,,random,22,0,5,23.89512190075635
2662,55,1e-05,0.01,-6.620506064393825,,,optimal,23,2,6,16.82453106724376
2668,55,1e-05,0.01,-6.629114438930426,,,optimal,24,2,7,17.15004917597148
2674,55,1e-05,0.01,-6.629114438930426,,,optimal,25,2,7,17.15004917597148
2680,55,1e-05,0.45,-5.878744813408145,,,optimal,26,2,3,13.95471420415251
2686,55,1e-05,0.01,-1.806367572991136,,,optimal,27,2,2,4.999029507102162
2692,55,1e-05,0.01,-6.620506064393825,,,optimal,28,2,6,16.82453106724376
2698,55,1e-05,0.01,-6.629114438930426,,,optimal,29,2,7,17.15004917597148
2700,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,0,3,1,5.1298987149230735
2706,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
2712,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,2,3,1,5.1298987149230735
2718,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3,1,5.1298987149230735
2724,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,4,3,1,5.1298987149230735
2730,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
2736,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,6,3,1,5.1298987149230735
2742,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3,1,5.1298987149230735
2748,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,8,3,1,5.1298987149230735
2754,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,9,3,1,5.1298987149230735
2760,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,10,3,1,5.1298987149230735
2766,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,11,3,1,5.1298987149230735
2772,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,12,3,1,5.1298987149230735
2778,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,13,3,1,5.1298987149230735
2784,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,14,3,1,5.1298987149230735
2790,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,15,3,1,5.1298987149230735
2796,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,16,3,1,5.1298987149230735
2802,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,17,3,1,5.1298987149230735
2808,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,18,3,1,5.1298987149230735
2814,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,19,3,1,5.1298987149230735
2820,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,20,3,1,5.1298987149230735
2826,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,21,3,1,5.1298987149230735
2832,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,22,3,1,5.1298987149230735
2838,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,23,3,1,5.1298987149230735
2844,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,24,3,1,5.1298987149230735
2850,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,25,3,1,5.1298987149230735
2856,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,26,3,1,5.1298987149230735
2862,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,27,3,1,5.1298987149230735
2868,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,28,3,1,5.1298987149230735
2874,60,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,29,3,1,5.1298987149230735
2881,69,1e-10,0.51,-12.640188524834967,5.0,-30.0,breadth_first,0,3,7,31.118107496835872
2890,69,0.2559547922699533,0.01,-9.914175818283272,,,optimal,1,2,6,23.411870575022654
2896,69,0.7906043210907702,0.01,-19.156907441844705,,,optimal,2,2,11,43.10960542928615
2902,69,1e-05,0.01,-4.8141660364000645,,,optimal,3,2,4,12.40092079503991
2908,69,0.14563484775012445,0.01,-11.287608342294355,,,optimal,4,2,8,26.734099767948383
2914,69,1e-05,0.01,-1.806367572991136,,,optimal,5,2,2,4.999029507102162
2920,69,0.3393221771895329,0.01,-14.664219804704185,,,optimal,6,2,9,33.72288876408081
2926,69,1e-05,0.01,-6.620506064393825,,,optimal,7,2,6,16.82453106724376
2932,69,1e-05,0.01,-3.4215794435813742,,,optimal,8,2,3,9.040383464498968
2938,69,1e-05,0.01,-3.4215794435813742,,,optimal,9,2,3,9.040383464498968
2944,69,1e-05,0.32,-10.099793070714627,,,optimal,10,2,5,23.418461966297453
2950,69,1e-05,0.01,-1.806367572991136,,,optimal,11,2,2,4.999029507102162
2956,69,1e-05,0.01,-6.620506064393825,,,optimal,12,2,6,16.82453106724376
2962,69,1e-05,0.01,-3.4215794435813742,,,optimal,13,2,3,9.040383464498968
2968,69,1e-05,0.01,-4.8141660364000645,,,optimal,14,2,4,12.40092079503991
2974,69,1e-05,0.01,-3.4215794435813742,,,optimal,15,2,3,9.040383464498968
2980,69,1e-05,0.01,-5.91969082609729,,,optimal,16,2,5,15.058257477062782
2986,69,1e-05,0.01,-3.4215794435813742,,,optimal,17,2,3,9.040383464498968
2992,69,1e-05,0.01,-3.4215794435813742,,,optimal,18,2,3,9.040383464498968
2998,69,1e-05,0.01,-6.620506064393825,,,optimal,19,2,6,16.82453106724376
3004,69,1e-05,0.01,-6.629114438930426,,,optimal,20,2,7,17.15004917597148
3010,69,1e-05,0.01,-4.8141660364000645,,,optimal,21,2,4,12.40092079503991
3016,69,1e-05,0.01,-1.806367572991136,,,optimal,22,2,2,4.999029507102162
3022,69,1e-05,0.01,-1.806367572991136,,,optimal,23,2,2,4.999029507102162
3028,69,1e-05,0.01,-6.620506064393825,,,optimal,24,2,6,16.82453106724376
3034,69,1e-05,0.01,-6.629114438930426,,,optimal,25,2,7,17.15004917597148
3040,69,1e-05,0.01,-6.629114438930426,,,optimal,26,2,7,17.15004917597148
3046,69,1e-05,0.01,-1.806367572991136,,,optimal,27,2,2,4.999029507102162
3052,69,1e-05,0.01,-1.806367572991136,,,optimal,28,2,2,4.999029507102162
3058,69,1e-05,0.01,-3.4215794435813742,,,optimal,29,2,3,9.040383464498968
3065,76,1e-10,1.0,-5.049856007249537,,,random,0,0,2,10.099712014499074
3066,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
3072,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,2,3,1,5.1298987149230735
3078,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3,1,5.1298987149230735
3084,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,4,3,1,5.1298987149230735
3090,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,5,3,1,5.1298987149230735
3096,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,6,3,1,5.1298987149230735
3102,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,7,3,1,5.1298987149230735
3108,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,8,3,1,5.1298987149230735
3114,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,9,3,1,5.1298987149230735
3120,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,10,3,1,5.1298987149230735
3126,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,11,3,1,5.1298987149230735
3132,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,12,3,1,5.1298987149230735
3138,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,13,3,1,5.1298987149230735
3144,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,14,3,1,5.1298987149230735
3150,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,15,3,1,5.1298987149230735
3156,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,16,3,1,5.1298987149230735
3162,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,17,3,1,5.1298987149230735
3168,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,18,3,1,5.1298987149230735
3174,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,19,3,1,5.1298987149230735
3180,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,20,3,1,5.1298987149230735
3186,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,21,3,1,5.1298987149230735
3192,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,22,3,1,5.1298987149230735
3198,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,23,3,1,5.1298987149230735
3204,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,24,3,1,5.1298987149230735
3210,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,25,3,1,5.1298987149230735
3216,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,26,3,1,5.1298987149230735
3222,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,27,3,1,5.1298987149230735
3228,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,28,3,1,5.1298987149230735
3234,76,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,29,3,1,5.1298987149230735
3245,77,1e-10,1.0,-5.049856007249537,,,random,0,0,2,10.099712014499074
3246,77,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,1,3,1,5.1298987149230735
3252,77,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,2,3,1,5.1298987149230735
3260,77,1e-10,0.54,-18.55738329775027,30.0,-30.0,progressive_deepening,3,3,13,44.80961466788515
3269,77,1e-10,1.0,-22.55216385312343,,,random,4,0,13,45.10432770624686
3275,77,1e-10,1.0,-22.55216385312343,,,random,5,0,13,45.10432770624686
3281,77,1e-10,1.0,-22.55216385312343,,,random,6,0,13,45.10432770624686
3287,77,1e-10,1.0,-22.55216385312343,,,random,7,0,13,45.10432770624686
3293,77,1e-10,1.0,-22.55216385312343,,,random,8,0,13,45.10432770624686
3294,77,1e-10,0.47,-18.085216497348863,25.0,-30.0,depth_first,9,3,13,43.865281067082336
3305,77,1e-10,1.0,-22.55216385312343,,,random,10,0,13,45.10432770624686
3311,77,1e-10,1.0,-22.55216385312343,,,random,11,0,13,45.10432770624686
3317,77,1e-10,1.0,-22.55216385312343,,,random,12,0,13,45.10432770624686
3322,77,1e-05,0.41,-16.016061130958246,,,optimal,13,2,10,36.637292447904585
3328,77,1e-05,0.4,-17.71788175265379,,,optimal,14,2,11,40.23155405090432
3335,77,1e-10,1.0,-21.85901667256348,,,random,15,0,11,43.71803334512696
3341,77,1e-10,1.0,-21.85901667256348,,,random,16,0,11,43.71803334512696
3347,77,1e-10,1.0,-21.85901667256348,,,random,17,0,11,43.71803334512696
3353,77,1e-10,1.0,-19.37411002277548,,,random,18,0,9,38.74822004555096
3358,77,1e-05,0.5,-19.34667372711057,,,optimal,19,2,13,43.82324616914421
3365,77,1e-10,1.0,-21.85901667256348,,,random,20,0,11,43.71803334512696
3371,77,1e-10,1.0,-21.85901667256348,,,random,21,0,11,43.71803334512696
3377,77,1e-10,1.0,-22.55216385312343,,,random,22,0,12,45.10432770624686
3382,77,1e-05,0.31,-14.38309004665401,,,optimal,23,2,9,33.16062924798046
3389,77,1e-10,1.0,-19.37411002277548,,,random,24,0,9,38.74822004555096
3395,77,1e-10,1.0,-21.85901667256348,,,random,25,0,11,43.71803334512696
3401,77,1e-10,1.0,-21.85901667256348,,,random,26,0,11,43.71803334512696
3406,77,1e-05,0.31,-14.38309004665401,,,optimal,27,2,9,33.16062924798046
3413,77,1e-10,1.0,-19.37411002277548,,,random,28,0,9,38.74822004555096
3419,77,1e-10,1.0,-21.85901667256348,,,random,29,0,11,43.71803334512696
3420,79,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,0,3,1,5.1298987149230735
3431,79,1e-10,1.0,-5.049856007249537,,,random,1,0,2,10.099712014499074
3437,79,1e-10,1.0,-7.447751280047907,,,random,2,0,3,14.895502560095814
3438,79,1e-10,1.0,-2.5649493574615367,5.0,-30.0,depth_first,3,3,1,5.1298987149230735
