action_times,actions,block,button_pressed,key_press,path,queries,responses,rewards,rt,score,simulation_mode,stimulus,time_elapsed,trial_index,trial_type,pid
"[5674, 6234, 6874]","[u'right', u'right', u'down']",train_inspector,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'9', u'1', u'10'], u'time': [1390, 1868, 2767, 3511]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 40, 24]","[5672, 38, 116]",40.0,"[None, None, None]",,151605,17.0,mouselab-mdp,3
"[11549, 12093, 12652]","[u'down', u'down', u'left']",train_inspector,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'12', u'11', u'7', u'3', u'9', u'5', u'8', u'4', u'15'], u'time': [1702, 2689, 3152, 3922, 4473, 5289, 6458, 6769, 7521, 8417, 9078]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -8, 40]","[11547, 30, 39]",40.0,"[None, None, None]",,167124,18.0,mouselab-mdp,3
"[13225, 13753, 14297]","[u'up', u'up', u'right']",train_inspector,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'8', u'7', u'5', u'16', u'4', u'15', u'13', u'14', u'11', u'12', u'9', u'10', u'1', u'2'], u'time': [886, 1693, 2266, 2950, 3709, 4070, 4534, 5634, 6781, 8572, 8933, 9729, 10793, 11454, 11957]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 8]","[13223, 14, 26]",40.0,"[None, None, None]",,183572,19.0,mouselab-mdp,3
"[15092, 16483, 19716]","[u'down', u'down', u'left']",train_inspect_cost,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'12', u'5', u'1', u'7', u'13', u'8'], u'time': [4097, 4887, 5682, 12054, 12974, 13471, 14165]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-40, 8, -24]","[15091, 872, 2716]",-63.0,"[None, None, None]",,207734,20.0,mouselab-mdp,3
"[16983, 17639, 18550]","[u'right', u'right', u'up']",train_inspect_cost,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8', u'6', u'5', u'7', u'9', u'10', u'1', u'3', u'2', u'4', u'15', u'16', u'12', u'11', u'13'], u'time': [1100, 2334, 4211, 5906, 7114, 8106, 8562, 9634, 10854, 11472, 12931, 13434, 14551, 15338, 16138]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 8]","[16980, 130, 392]",9.0,"[None, None, None]",,228917,21.0,mouselab-mdp,3
"[7309, 7884, 8461]","[u'right', u'right', u'down']",train_inspect_cost,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'6', u'7', u'8', u'15', u'16', u'10', u'12', u'1'], u'time': [347, 1097, 1721, 2281, 2701, 3137, 3890, 4929, 5913]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -24, 40]","[7307, 37, 45]",31.0,"[None, None, None]",,239844,22.0,mouselab-mdp,3
"[9384, 10040, 10697]","[u'down', u'down', u'left']",train_inspect_cost,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'8', u'7', u'6', u'13', u'14', u'15', u'16', u'11', u'12', u'2', u'3', u'4'], u'time': [613, 1411, 1996, 2598, 3476, 4137, 5029, 5501, 6340, 6788, 7713, 8245, 8572]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, -8]","[9381, 147, 131]",27.0,"[None, None, None]",,252612,23.0,mouselab-mdp,3
"[10870, 11638, 12198]","[u'right', u'right', u'up']",train_inspect_cost,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8', u'7', u'4', u'15', u'16', u'14', u'13', u'3', u'2', u'6', u'11', u'12', u'5', u'9', u'10', u'1'], u'time': [943, 1658, 3178, 3746, 4226, 5039, 5490, 5954, 7098, 7401, 7798, 8147, 8779, 9210, 9530, 10483]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 8, 40]","[10869, 227, 43]",24.0,"[None, None, None]",,266789,24.0,mouselab-mdp,3
"[26198, 26774, 27318]","[u'right', u'right', u'up']",train_final,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'5', u'8', u'7', u'1', u'9', u'10', u'12', u'11'], u'time': [16092, 17042, 17868, 18474, 19570, 20891, 21922, 23101, 23654]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 8]","[26196, 41, 17]",31.0,"[None, None, None]",,298309,25.0,mouselab-mdp,3
"[18657, 19175, 19889]","[u'up', u'up', u'left']",train_final,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'5', u'7', u'8', u'2', u'12', u'9', u'13', u'14', u'3', u'15', u'4', u'16', u'11'], u'time': [2445, 3109, 3742, 4437, 5870, 6629, 8253, 10053, 10915, 11765, 12550, 13198, 13605, 17557]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -8, 40]","[18655, 5, 181]",42.0,"[None, None, None]",,320550,26.0,mouselab-mdp,3
"[18749, 19373, 20382]","[u'down', u'down', u'left']",train_final,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'8', u'4', u'15', u'16', u'7', u'13', u'14', u'3', u'11', u'12', u'2', u'9', u'5'], u'time': [1554, 4001, 4857, 5682, 6538, 8334, 8906, 9305, 10634, 13655, 14728, 15439, 16145, 16585]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 40, -8]","[18748, 109, 485]",26.0,"[None, None, None]",,343045,27.0,mouselab-mdp,3
"[8810, 9432, 10521]","[u'right', u'right', u'up']",train_final,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'13', u'7', u'8', u'5', u'9', u'10', u'1'], u'time': [1613, 3069, 4066, 4674, 6117, 6910, 7469, 7917]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 40, 24]","[8808, 103, 579]",64.0,"[None, None, None]",,355573,28.0,mouselab-mdp,3
"[15272, 15926, 16567]","[u'up', u'up', u'right']",train_final,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'5', u'7', u'13', u'14', u'11', u'12', u'2', u'8', u'4', u'9', u'10'], u'time': [883, 1507, 2052, 2611, 3580, 5603, 6528, 7467, 11140, 11611, 12433, 13267]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 8, 8]","[15264, 130, 121]",44.0,"[None, None, None]",,374502,29.0,mouselab-mdp,3
"[22895, 23421, 24094]","[u'left', u'left', u'up']",test,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'7', u'14', u'3', u'13', u'5', u'8', u'9', u'12', u'11', u'2', u'1', u'10', u'4'], u'time': [1555, 2982, 5209, 6353, 7017, 8561, 9949, 12043, 13033, 13785, 14313, 15137, 15638, 20903]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, 24, 8]","[22892, 2, 137]",-6.0,"[None, None, None]",,406037,30.0,mouselab-mdp,3
"[14401, 15457, 16256]","[u'left', u'left', u'up']",test,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'7', u'8', u'4', u'16', u'15', u'5', u'9', u'10', u'12', u'11'], u'time': [837, 1908, 2622, 3556, 4147, 4613, 5950, 6426, 7009, 8060, 8780]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-40, -8, -8]","[14399, 534, 282]",-67.0,"[None, None, None]",,424677,31.0,mouselab-mdp,3
"[11134, 11695, 12350]","[u'right', u'right', u'up']",test,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'6', u'11', u'2', u'7', u'13', u'14', u'3', u'4'], u'time': [1651, 2434, 3879, 4787, 5667, 6357, 7777, 8920]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-24, -8, 8]","[11133, 44, 136]",-32.0,"[None, None, None]",,438949,32.0,mouselab-mdp,3
"[5366, 6198, 7142]","[u'right', u'right', u'up']",test,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'7', u'8', u'6'], u'time': [1194, 2035, 2730, 3364]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 24, 24]","[5364, 319, 430]",36.0,"[None, None, None]",,448469,33.0,mouselab-mdp,3
"[10343, 10871, 11590]","[u'down', u'down', u'left']",test,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'7', u'6', u'11', u'2', u'12', u'4', u'8'], u'time': [939, 1874, 3346, 4100, 4900, 6823, 8195, 8723]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, -24]","[10341, 6, 192]",-16.0,"[None, None, None]",,462502,34.0,mouselab-mdp,3
"[6548, 7123, 8085]","[u'left', u'left', u'up']",test,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'7', u'6', u'3'], u'time': [973, 1807, 2912, 5444]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, 8]","[6546, 59, 439]",52.0,"[None, None, None]",,473078,35.0,mouselab-mdp,3
"[9568, 10849, 11842]","[u'up', u'up', u'left']",test,,,"[0, 2, 6, 11]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'7', u'8', u'6', u'13', u'3'], u'time': [1013, 2308, 3132, 4133, 5642, 6573]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -8, -8]","[9567, 765, 474]",-14.0,"[None, None, None]",,487349,36.0,mouselab-mdp,3
"[21161, 21720, 22520]","[u'left', u'left', u'down']",test,,,"[0, 3, 7, 14]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'9', u'10', u'1', u'7', u'3'], u'time': [13098, 14581, 16564, 18151, 19089, 19700]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 8]","[21159, 41, 287]",18.0,"[None, None, None]",,512167,37.0,mouselab-mdp,3
"[5634, 6241, 6801]","[u'down', u'down', u'right']",test,,,"[0, 4, 8, 16]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'8', u'4', u'15', u'16'], u'time': [614, 1973, 2925, 3922, 4486]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 24]","[5631, 86, 45]",51.0,"[None, None, None]",,521141,38.0,mouselab-mdp,3
"[6924, 7564, 8332]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8', u'16', u'9', u'5', u'7', u'13', u'6', u'2'], u'time': [505, 1008, 2112, 2538, 3311, 4128, 5223, 5743]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 8]","[6921, 121, 252]",32.0,"[None, None, None]",,531878,39.0,mouselab-mdp,3
"[3957, 4516, 5141]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'2', u'6', u'12', u'11'], u'time': [778, 1585, 2000, 3065]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 24, -8]","[3954, 32, 107]",52.0,"[None, None, None]",,538822,40.0,mouselab-mdp,3
"[28199, 28838, 29954]","[u'right', u'right', u'down']",test,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'5', u'9', u'10', u'4', u'8', u'15', u'3', u'2', u'6', u'12', u'11', u'16', u'14', u'7', u'13'], u'time': [814, 1441, 2801, 3330, 4151, 4762, 5482, 7170, 8226, 9474, 10225, 11882, 13122, 14378, 15282, 16162]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, -8, -8]","[28197, 120, 597]",-8.0,"[None, None, None]",,570741,41.0,mouselab-mdp,3
"[12923, 13451, 14139]","[u'right', u'right', u'up']",test,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8', u'7', u'4', u'16', u'15', u'5', u'9', u'1', u'10', u'12', u'6', u'2'], u'time': [1087, 1863, 2722, 3359, 3822, 5686, 6303, 6732, 8206, 10590, 11276, 12031]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 24]","[12921, 11, 170]",44.0,"[None, None, None]",,586837,42.0,mouselab-mdp,3
"[11285, 11845, 12564]","[u'right', u'right', u'down']",test,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'1', u'4', u'5', u'9', u'10', u'3', u'6', u'12', u'16', u'8'], u'time': [1515, 2040, 2633, 3253, 3706, 5083, 6686, 7502, 8498, 9618]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, -8, 40]","[11283, 45, 194]",30.0,"[None, None, None]",,603813,43.0,mouselab-mdp,3
"[18786, 19362, 20002]","[u'left', u'left', u'up']",test,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'4', u'3', u'7', u'13', u'14', u'8', u'15', u'16', u'2', u'6', u'12', u'11', u'9', u'1'], u'time': [1462, 4581, 5998, 6594, 7205, 7685, 8674, 9493, 10422, 11262, 11797, 13125, 14059, 15262, 15702]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, -8]","[18784, 53, 115]",-7.0,"[None, None, None]",,625829,44.0,mouselab-mdp,3
"[11574, 12100, 12789]","[u'right', u'right', u'up']",test,,,"[0, 1, 5, 9]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8', u'7', u'3', u'13', u'14', u'6', u'11', u'2', u'5', u'9', u'10', u'1'], u'time': [1725, 2552, 3252, 4595, 5169, 6193, 6696, 7897, 8825, 9221, 9800, 10241]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 8, 24]","[11571, 10, 162]",44.0,"[None, None, None]",,640839,45.0,mouselab-mdp,3
"[15564, 16204, 16843]","[u'up', u'up', u'right']",test,,,"[0, 2, 6, 12]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'8', u'4', u'15', u'16', u'7', u'6', u'11', u'12', u'2', u'5'], u'time': [4224, 5040, 5784, 6805, 8320, 9357, 9882, 10444, 11272, 13904]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[24, 24, 24]","[15561, 112, 124]",62.0,"[None, None, None]",,660038,46.0,mouselab-mdp,3
"[14521, 15110, 15670]","[u'left', u'left', u'up']",test,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'3', u'13', u'14', u'4', u'8', u'15', u'6', u'11', u'9', u'1', u'5', u'10'], u'time': [839, 2171, 2663, 4386, 5930, 6938, 7424, 8895, 9522, 10586, 11527, 12591, 13499]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, 24, -8]","[14519, 75, 32]",-5.0,"[None, None, None]",,677671,47.0,mouselab-mdp,3
"[5531, 7323, 7866]","[u'left', u'left', u'up']",test,,,"[0, 3, 7, 13]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'5', u'7', u'3', u'13'], u'time': [1536, 3126, 3712, 4582]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[40, 8, 8]","[5529, 1263, 24]",52.0,"[None, None, None]",,687621,48.0,mouselab-mdp,3
"[16780, 17372, 17899]","[u'right', u'right', u'down']",test,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [u'7', u'6', u'11', u'5', u'1', u'10', u'9', u'12', u'2', u'4'], u'time': [2276, 3064, 4877, 6343, 6776, 9457, 10232, 13201, 13848, 15634]}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 8, 24]","[16777, 65, 13]",30.0,"[None, None, None]",,707478,49.0,mouselab-mdp,3
"[6947, 7994, 8639]","[u'right', u'right', u'down']",train_basic,,,"[0, 1, 5, 10]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[-8, -24, 24]","[6943, 546, 158]",-8.0,"[None, None, None]",,11459,0.0,mouselab-mdp,4
"[4080, 4736, 6056]","[u'down', u'down', u'left']",train_basic,,,"[0, 4, 8, 15]","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}",,"[8, 24, 24]","[4078, 159, 830]",56.0,"[None, None, None]",,19750,1.0,mouselab-mdp,4
